FREQ,REF_AREA,MEASURE,ACTIVITY,STRI_TYPE,OBS_VALUE,TIME_PERIOD
A,BRA,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,BRA,CLAS1_8,_Z,DIGITAL,0,2016
A,BRA,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,BRA,STRI,_Z,DIGITAL,.3241259455680847,2016
A,BRN,CLAS1_10,_Z,DIGITAL,.1097719185054302,2016
A,BRN,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,BRN,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,BRN,CLAS1_8,_Z,DIGITAL,0,2016
A,BRN,CLAS1_9,_Z,DIGITAL,0,2016
A,BRN,STRI,_Z,DIGITAL,.2712714970111847,2016
A,CAN,CLAS1_10,_Z,DIGITAL,0,2016
A,CAN,CLAS1_6,_Z,DIGITAL,0,2016
A,CAN,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,CAN,CLAS1_8,_Z,DIGITAL,0,2016
A,CAN,CLAS1_9,_Z,DIGITAL,0,2016
A,CAN,STRI,_Z,DIGITAL,.0212373677641153,2016
A,CHE,CLAS1_10,_Z,DIGITAL,0,2016
A,CHE,CLAS1_6,_Z,DIGITAL,0,2016
A,CHE,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,CHE,CLAS1_8,_Z,DIGITAL,0,2016
A,CHE,CLAS1_9,_Z,DIGITAL,0,2016
A,CHE,STRI,_Z,DIGITAL,.0212373677641153,2016
A,CHL,CLAS1_10,_Z,DIGITAL,0,2016
A,CHL,CLAS1_6,_Z,DIGITAL,.1983747631311417,2016
A,CHL,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,CHL,CLAS1_8,_Z,DIGITAL,0,2016
A,CHL,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,CHL,STRI,_Z,DIGITAL,.2624965906143188,2016
A,CHN,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,CHN,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,CHN,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,CHN,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,CHN,CLAS1_9,_Z,DIGITAL,0,2016
A,CHN,STRI,_Z,DIGITAL,.2244946658611298,2016
A,CMR,CLAS1_10,_Z,DIGITAL,.0878175348043442,2016
A,CMR,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,CMR,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,CMR,CLAS1_8,_Z,DIGITAL,0,2016
A,CMR,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,CMR,STRI,_Z,DIGITAL,.2709642052650452,2016
A,COL,CLAS1_10,_Z,DIGITAL,0,2016
A,COL,CLAS1_6,_Z,DIGITAL,.23804971575737,2016
A,COL,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,COL,CLAS1_8,_Z,DIGITAL,0,2016
A,COL,CLAS1_9,_Z,DIGITAL,0,2016
A,COL,STRI,_Z,DIGITAL,.2592870891094208,2016
A,CRI,CLAS1_10,_Z,DIGITAL,0,2016
A,CRI,CLAS1_6,_Z,DIGITAL,0,2016
A,CRI,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,CRI,CLAS1_8,_Z,DIGITAL,0,2016
A,CRI,CLAS1_9,_Z,DIGITAL,0,2016
A,CRI,STRI,_Z,DIGITAL,.0424747355282307,2016
A,CZE,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,CZE,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,CZE,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,CZE,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,CZE,CLAS1_9,_Z,DIGITAL,0,2016
A,CZE,STRI,_Z,DIGITAL,.1012701392173767,2016
A,DEU,CLAS1_10,_Z,DIGITAL,0,2016
A,DEU,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,DEU,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,DEU,CLAS1_8,_Z,DIGITAL,0,2016
A,DEU,CLAS1_9,_Z,DIGITAL,0,2016
A,DEU,STRI,_Z,DIGITAL,.0821496844291687,2016
A,DNK,CLAS1_10,_Z,DIGITAL,0,2016
A,DNK,CLAS1_6,_Z,DIGITAL,0,2016
A,DNK,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,DNK,CLAS1_8,_Z,DIGITAL,0,2016
A,DNK,CLAS1_9,_Z,DIGITAL,0,2016
A,DNK,STRI,_Z,DIGITAL,.0424747355282307,2016
A,DOM,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,DOM,CLAS1_6,_Z,DIGITAL,0,2016
A,DOM,CLAS1_7,_Z,DIGITAL,0,2016
A,DOM,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,DOM,CLAS1_9,_Z,DIGITAL,0,2016
A,DOM,STRI,_Z,DIGITAL,.0403578281402588,2016
A,ECU,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,ECU,CLAS1_6,_Z,DIGITAL,0,2016
A,ECU,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,ECU,CLAS1_8,_Z,DIGITAL,0,2016
A,ECU,CLAS1_9,_Z,DIGITAL,0,2016
A,ECU,STRI,_Z,DIGITAL,.0644291192293167,2016
A,ESP,CLAS1_10,_Z,DIGITAL,0,2016
A,ESP,CLAS1_6,_Z,DIGITAL,.1586998105049133,2016
A,ESP,CLAS1_7,_Z,DIGITAL,0,2016
A,ESP,CLAS1_8,_Z,DIGITAL,0,2016
A,ESP,CLAS1_9,_Z,DIGITAL,0,2016
A,ESP,STRI,_Z,DIGITAL,.1586998105049133,2016
A,EST,CLAS1_10,_Z,DIGITAL,0,2016
A,EST,CLAS1_6,_Z,DIGITAL,0,2016
A,EST,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,EST,CLAS1_8,_Z,DIGITAL,0,2016
A,EST,CLAS1_9,_Z,DIGITAL,0,2016
A,EST,STRI,_Z,DIGITAL,.0212373677641153,2016
A,ETH,CLAS1_10,_Z,DIGITAL,.0878175348043442,2016
A,ETH,CLAS1_6,_Z,DIGITAL,.3967495262622833,2016
A,ETH,CLAS1_7,_Z,DIGITAL,.063712103292346,2016
A,ETH,CLAS1_8,_Z,DIGITAL,.0552103277295828,2016
A,ETH,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,ETH,STRI,_Z,DIGITAL,.6251366138458252,2016
A,FIN,CLAS1_10,_Z,DIGITAL,0,2016
A,FIN,CLAS1_6,_Z,DIGITAL,0,2016
A,FIN,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,FIN,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,FIN,CLAS1_9,_Z,DIGITAL,0,2016
A,FIN,STRI,_Z,DIGITAL,.0396408103406429,2016
A,FRA,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,FRA,CLAS1_6,_Z,DIGITAL,0,2016
A,FRA,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,FRA,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,FRA,CLAS1_9,_Z,DIGITAL,0,2016
A,FRA,STRI,_Z,DIGITAL,.0828325599431992,2016
A,GBR,CLAS1_10,_Z,DIGITAL,0,2016
A,GBR,CLAS1_6,_Z,DIGITAL,0,2016
A,GBR,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,GBR,CLAS1_8,_Z,DIGITAL,0,2016
A,GBR,CLAS1_9,_Z,DIGITAL,0,2016
A,GBR,STRI,_Z,DIGITAL,.0212373677641153,2016
A,GMB,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,GMB,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,GMB,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,GMB,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,GMB,CLAS1_9,_Z,DIGITAL,0,2016
A,GMB,STRI,_Z,DIGITAL,.1806200593709946,2016
A,GRC,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,GRC,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,GRC,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,GRC,CLAS1_8,_Z,DIGITAL,0,2016
A,GRC,CLAS1_9,_Z,DIGITAL,0,2016
A,GRC,STRI,_Z,DIGITAL,.1225416511297226,2016
A,GTM,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,GTM,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,GTM,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,GTM,CLAS1_8,_Z,DIGITAL,0,2016
A,GTM,CLAS1_9,_Z,DIGITAL,0,2016
A,GTM,STRI,_Z,DIGITAL,.1444960385560989,2016
A,HND,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,HND,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,HND,CLAS1_7,_Z,DIGITAL,0,2016
A,HND,CLAS1_8,_Z,DIGITAL,0,2016
A,HND,CLAS1_9,_Z,DIGITAL,0,2016
A,HND,STRI,_Z,DIGITAL,.101304292678833,2016
A,HUN,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,HUN,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,HUN,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,HUN,CLAS1_8,_Z,DIGITAL,0,2016
A,HUN,CLAS1_9,_Z,DIGITAL,0,2016
A,HUN,STRI,_Z,DIGITAL,.104104071855545,2016
A,IDN,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,IDN,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,IDN,CLAS1_7,_Z,DIGITAL,.063712103292346,2016
A,IDN,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,IDN,CLAS1_9,_Z,DIGITAL,0,2016
A,IDN,STRI,_Z,DIGITAL,.2854070067405701,2016
A,IND,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,IND,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,IND,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,IND,CLAS1_8,_Z,DIGITAL,.0552103277295828,2016
A,IND,CLAS1_9,_Z,DIGITAL,0,2016
A,IND,STRI,_Z,DIGITAL,.2428981065750122,2016
A,IRL,CLAS1_10,_Z,DIGITAL,0,2016
A,IRL,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,IRL,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,IRL,CLAS1_8,_Z,DIGITAL,0,2016
A,IRL,CLAS1_9,_Z,DIGITAL,0,2016
A,IRL,STRI,_Z,DIGITAL,.0821496844291687,2016
A,ISL,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,ISL,CLAS1_6,_Z,DIGITAL,0,2016
A,ISL,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,ISL,CLAS1_8,_Z,DIGITAL,0,2016
A,ISL,CLAS1_9,_Z,DIGITAL,.0432941801846027,2016
A,ISL,STRI,_Z,DIGITAL,.1084403172135353,2016
A,ISR,CLAS1_10,_Z,DIGITAL,0,2016
A,ISR,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,ISR,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,ISR,CLAS1_8,_Z,DIGITAL,0,2016
A,ISR,CLAS1_9,_Z,DIGITAL,0,2016
A,ISR,STRI,_Z,DIGITAL,.1402622312307358,2016
A,ITA,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,ITA,CLAS1_6,_Z,DIGITAL,0,2016
A,ITA,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,ITA,CLAS1_8,_Z,DIGITAL,0,2016
A,ITA,CLAS1_9,_Z,DIGITAL,0,2016
A,ITA,STRI,_Z,DIGITAL,.0644291192293167,2016
A,JPN,CLAS1_10,_Z,DIGITAL,0,2016
A,JPN,CLAS1_6,_Z,DIGITAL,0,2016
A,JPN,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,JPN,CLAS1_8,_Z,DIGITAL,0,2016
A,JPN,CLAS1_9,_Z,DIGITAL,0,2016
A,JPN,STRI,_Z,DIGITAL,.0424747355282307,2016
A,KAZ,CLAS1_10,_Z,DIGITAL,.0878175348043442,2016
A,KAZ,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,KAZ,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,KAZ,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,KAZ,CLAS1_9,_Z,DIGITAL,0,2016
A,KAZ,STRI,_Z,DIGITAL,.1883706599473953,2016
A,KEN,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,KEN,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,KEN,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,KEN,CLAS1_8,_Z,DIGITAL,0,2016
A,KEN,CLAS1_9,_Z,DIGITAL,0,2016
A,KEN,STRI,_Z,DIGITAL,.1876877844333649,2016
A,KHM,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,KHM,CLAS1_6,_Z,DIGITAL,.2777246683835983,2016
A,KHM,CLAS1_7,_Z,DIGITAL,.1061868388205767,2016
A,KHM,CLAS1_8,_Z,DIGITAL,.0552103277295828,2016
A,KHM,CLAS1_9,_Z,DIGITAL,0,2016
A,KHM,STRI,_Z,DIGITAL,.4830306172370911,2016
A,KOR,CLAS1_10,_Z,DIGITAL,0,2016
A,KOR,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,KOR,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,KOR,CLAS1_8,_Z,DIGITAL,0,2016
A,KOR,CLAS1_9,_Z,DIGITAL,0,2016
A,KOR,STRI,_Z,DIGITAL,.1402622312307358,2016
A,LAO,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,LAO,CLAS1_6,_Z,DIGITAL,.4364244788885117,2016
A,LAO,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,LAO,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,LAO,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,LAO,STRI,_Z,DIGITAL,.5409041047096252,2016
A,LSO,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,LSO,CLAS1_6,_Z,DIGITAL,0,2016
A,LSO,CLAS1_7,_Z,DIGITAL,.0849494710564613,2016
A,LSO,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,LSO,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,LSO,STRI,_Z,DIGITAL,.1908631473779678,2016
A,LTU,CLAS1_10,_Z,DIGITAL,0,2016
A,LTU,CLAS1_6,_Z,DIGITAL,0,2016
A,LTU,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,LTU,CLAS1_8,_Z,DIGITAL,0,2016
A,LTU,CLAS1_9,_Z,DIGITAL,0,2016
A,LTU,STRI,_Z,DIGITAL,.0424747355282307,2016
A,LUX,CLAS1_10,_Z,DIGITAL,0,2016
A,LUX,CLAS1_6,_Z,DIGITAL,0,2016
A,LUX,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,LUX,CLAS1_8,_Z,DIGITAL,0,2016
A,LUX,CLAS1_9,_Z,DIGITAL,0,2016
A,LUX,STRI,_Z,DIGITAL,.0212373677641153,2016
A,LVA,CLAS1_10,_Z,DIGITAL,0,2016
A,LVA,CLAS1_6,_Z,DIGITAL,0,2016
A,LVA,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,LVA,CLAS1_8,_Z,DIGITAL,0,2016
A,LVA,CLAS1_9,_Z,DIGITAL,0,2016
A,LVA,STRI,_Z,DIGITAL,.0424747355282307,2016
A,MDG,CLAS1_10,_Z,DIGITAL,0,2016
A,MDG,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,MDG,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,MDG,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,MDG,CLAS1_9,_Z,DIGITAL,0,2016
A,MDG,STRI,_Z,DIGITAL,.1983064711093903,2016
A,MEX,CLAS1_10,_Z,DIGITAL,0,2016
A,MEX,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,MEX,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,MEX,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,MEX,CLAS1_9,_Z,DIGITAL,0,2016
A,MEX,STRI,_Z,DIGITAL,.079315759241581,2016
A,MKD,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,MKD,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,MKD,CLAS1_7,_Z,DIGITAL,0,2016
A,MKD,CLAS1_8,_Z,DIGITAL,0,2016
A,MKD,CLAS1_9,_Z,DIGITAL,0,2016
A,MKD,STRI,_Z,DIGITAL,.101304292678833,2016
A,MLI,CLAS1_10,_Z,DIGITAL,0,2016
A,MLI,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,MLI,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,MLI,CLAS1_8,_Z,DIGITAL,0,2016
A,MLI,CLAS1_9,_Z,DIGITAL,0,2016
A,MLI,STRI,_Z,DIGITAL,.0609123185276985,2016
A,MNE,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,MNE,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,MNE,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,MNE,CLAS1_8,_Z,DIGITAL,0,2016
A,MNE,CLAS1_9,_Z,DIGITAL,0,2016
A,MNE,STRI,_Z,DIGITAL,.0828666985034943,2016
A,MYS,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,MYS,CLAS1_6,_Z,DIGITAL,0,2016
A,MYS,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,MYS,CLAS1_8,_Z,DIGITAL,0,2016
A,MYS,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,MYS,STRI,_Z,DIGITAL,.0867932289838791,2016
A,NIC,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,NIC,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,NIC,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,NIC,CLAS1_8,_Z,DIGITAL,0,2016
A,NIC,CLAS1_9,_Z,DIGITAL,0,2016
A,NIC,STRI,_Z,DIGITAL,.2054083645343781,2016
A,NLD,CLAS1_10,_Z,DIGITAL,0,2016
A,NLD,CLAS1_6,_Z,DIGITAL,0,2016
A,NLD,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,NLD,CLAS1_8,_Z,DIGITAL,0,2016
A,NLD,CLAS1_9,_Z,DIGITAL,0,2016
A,NLD,STRI,_Z,DIGITAL,.0424747355282307,2016
A,NOR,CLAS1_10,_Z,DIGITAL,0,2016
A,NOR,CLAS1_6,_Z,DIGITAL,0,2016
A,NOR,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,NOR,CLAS1_8,_Z,DIGITAL,0,2016
A,NOR,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,NOR,STRI,_Z,DIGITAL,.0428844578564167,2016
A,NPL,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,NPL,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,NPL,CLAS1_7,_Z,DIGITAL,.063712103292346,2016
A,NPL,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,NPL,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,NPL,STRI,_Z,DIGITAL,.2673791348934174,2016
A,NZL,CLAS1_10,_Z,DIGITAL,0,2016
A,NZL,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,NZL,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,NZL,CLAS1_8,_Z,DIGITAL,0,2016
A,NZL,CLAS1_9,_Z,DIGITAL,0,2016
A,NZL,STRI,_Z,DIGITAL,.1005872711539268,2016
A,PAK,CLAS1_10,_Z,DIGITAL,.0878175348043442,2016
A,PAK,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,PAK,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,PAK,CLAS1_8,_Z,DIGITAL,0,2016
A,PAK,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,PAK,STRI,_Z,DIGITAL,.2100518941879272,2016
A,PAN,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,PAN,CLAS1_6,_Z,DIGITAL,0,2016
A,PAN,CLAS1_7,_Z,DIGITAL,0,2016
A,PAN,CLAS1_8,_Z,DIGITAL,0,2016
A,PAN,CLAS1_9,_Z,DIGITAL,0,2016
A,PAN,STRI,_Z,DIGITAL,.021954383701086,2016
A,PER,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,PER,CLAS1_6,_Z,DIGITAL,.1586998105049133,2016
A,PER,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,PER,CLAS1_8,_Z,DIGITAL,0,2016
A,PER,CLAS1_9,_Z,DIGITAL,0,2016
A,PER,STRI,_Z,DIGITAL,.2018915712833405,2016
A,PHL,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,PHL,CLAS1_6,_Z,DIGITAL,0,2016
A,PHL,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,PHL,CLAS1_8,_Z,DIGITAL,0,2016
A,PHL,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,PHL,STRI,_Z,DIGITAL,.0867932289838791,2016
A,POL,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,POL,CLAS1_6,_Z,DIGITAL,.1983747631311417,2016
A,POL,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,POL,CLAS1_8,_Z,DIGITAL,0,2016
A,POL,CLAS1_9,_Z,DIGITAL,0,2016
A,POL,STRI,_Z,DIGITAL,.2415665239095688,2016
A,PRT,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,PRT,CLAS1_6,_Z,DIGITAL,0,2016
A,PRT,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,PRT,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,PRT,CLAS1_9,_Z,DIGITAL,0,2016
A,PRT,STRI,_Z,DIGITAL,.0828325599431992,2016
A,PRY,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,PRY,CLAS1_6,_Z,DIGITAL,.1983747631311417,2016
A,PRY,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,PRY,CLAS1_8,_Z,DIGITAL,0,2016
A,PRY,CLAS1_9,_Z,DIGITAL,0,2016
A,PRY,STRI,_Z,DIGITAL,.2628038823604584,2016
A,RUS,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,RUS,CLAS1_6,_Z,DIGITAL,.1983747631311417,2016
A,RUS,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,RUS,CLAS1_8,_Z,DIGITAL,0,2016
A,RUS,CLAS1_9,_Z,DIGITAL,0,2016
A,RUS,STRI,_Z,DIGITAL,.2415665239095688,2016
A,RWA,CLAS1_10,_Z,DIGITAL,.1097719185054302,2016
A,RWA,CLAS1_6,_Z,DIGITAL,.1586998105049133,2016
A,RWA,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,RWA,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,RWA,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,RWA,STRI,_Z,DIGITAL,.3481630682945251,2016
A,SAU,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,SAU,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,SAU,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,SAU,CLAS1_8,_Z,DIGITAL,.0368068851530552,2016
A,SAU,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,SAU,STRI,_Z,DIGITAL,.2638623416423798,2016
A,SEN,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,SEN,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,SEN,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SEN,CLAS1_8,_Z,DIGITAL,0,2016
A,SEN,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,SEN,STRI,_Z,DIGITAL,.1661431193351746,2016
A,SGP,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,SGP,CLAS1_6,_Z,DIGITAL,.0793499052524567,2016
A,SGP,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SGP,CLAS1_8,_Z,DIGITAL,0,2016
A,SGP,CLAS1_9,_Z,DIGITAL,0,2016
A,SGP,STRI,_Z,DIGITAL,.1444960385560989,2016
A,SLV,CLAS1_10,_Z,DIGITAL,0,2016
A,SLV,CLAS1_6,_Z,DIGITAL,0,2016
A,SLV,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SLV,CLAS1_8,_Z,DIGITAL,0,2016
A,SLV,CLAS1_9,_Z,DIGITAL,.0216470900923014,2016
A,SLV,STRI,_Z,DIGITAL,.0428844578564167,2016
A,SRB,CLAS1_10,_Z,DIGITAL,.0658631511032581,2016
A,SRB,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,SRB,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SRB,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,SRB,CLAS1_9,_Z,DIGITAL,0,2016
A,SRB,STRI,_Z,DIGITAL,.1451789140701294,2016
A,SVK,CLAS1_10,_Z,DIGITAL,0,2016
A,SVK,CLAS1_6,_Z,DIGITAL,0,2016
A,SVK,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SVK,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,SVK,CLAS1_9,_Z,DIGITAL,0,2016
A,SVK,STRI,_Z,DIGITAL,.0396408103406429,2016
A,SVN,CLAS1_10,_Z,DIGITAL,0,2016
A,SVN,CLAS1_6,_Z,DIGITAL,0,2016
A,SVN,CLAS1_7,_Z,DIGITAL,0,2016
A,SVN,CLAS1_8,_Z,DIGITAL,0,2016
A,SVN,CLAS1_9,_Z,DIGITAL,0,2016
A,SVN,STRI,_Z,DIGITAL,0,2016
A,SWE,CLAS1_10,_Z,DIGITAL,0,2016
A,SWE,CLAS1_6,_Z,DIGITAL,.0396749526262283,2016
A,SWE,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,SWE,CLAS1_8,_Z,DIGITAL,0,2016
A,SWE,CLAS1_9,_Z,DIGITAL,0,2016
A,SWE,STRI,_Z,DIGITAL,.0821496844291687,2016
A,SWZ,CLAS1_10,_Z,DIGITAL,.021954383701086,2016
A,SWZ,CLAS1_6,_Z,DIGITAL,.119024857878685,2016
A,SWZ,CLAS1_7,_Z,DIGITAL,.0424747355282307,2016
A,SWZ,CLAS1_8,_Z,DIGITAL,0,2016
A,SWZ,CLAS1_9,_Z,DIGITAL,.0865883603692055,2016
A,SWZ,STRI,_Z,DIGITAL,.2700423300266266,2016
A,SYC,CLAS1_10,_Z,DIGITAL,.0439087674021721,2016
A,SYC,CLAS1_6,_Z,DIGITAL,.3967495262622833,2016
A,SYC,CLAS1_7,_Z,DIGITAL,.0212373677641153,2016
A,SYC,CLAS1_8,_Z,DIGITAL,.0184034425765276,2016
A,SYC,CLAS1_9,_Z,DIGITAL,.0432941801846027,2016
A,SYC,STRI,_Z,DIGITAL,.5235933065414429,2016
